m,TagName,
"2012-10-01 00:00:00","ruby","2252"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3180"
"2012-11-01 00:00:00","c#","12206"
"2012-11-01 00:00:00","c++","6256"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","go","103"
"2012-11-01 00:00:00","java","13555"
"2012-11-01 00:00:00","javascript","12311"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11708"
"2012-11-01 00:00:00","python","6385"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","261"
"2012-12-01 00:00:00","c","2555"
"2012-12-01 00:00:00","c#","10938"
"2012-12-01 00:00:00","c++","5672"
"2012-12-01 00:00:00","delphi","427"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12377"
"2012-12-01 00:00:00","javascript","11721"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10992"
"2012-12-01 00:00:00","python","5738"
"2012-12-01 00:00:00","r","1210"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c","2899"
"2013-01-01 00:00:00","c#","12728"
"2013-01-01 00:00:00","c++","6025"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13667"
"2013-01-01 00:00:00","javascript","13746"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12810"
"2013-01-01 00:00:00","python","6547"
"2013-01-01 00:00:00","r","1506"
"2013-01-01 00:00:00","ruby","2299"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3086"
"2013-02-01 00:00:00","c#","12463"
"2013-02-01 00:00:00","c++","6043"
"2013-02-01 00:00:00","delphi","446"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13642"
"2013-02-01 00:00:00","javascript","13590"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12460"
"2013-02-01 00:00:00","python","6712"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2210"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3418"
"2013-03-01 00:00:00","c#","14208"
"2013-03-01 00:00:00","c++","7162"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15850"
"2013-03-01 00:00:00","javascript","15235"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14021"
"2013-03-01 00:00:00","python","7591"
"2013-03-01 00:00:00","r","1841"
"2013-03-01 00:00:00","ruby","2552"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3516"
"2013-04-01 00:00:00","c#","13844"
"2013-04-01 00:00:00","c++","7096"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16155"
"2013-04-01 00:00:00","javascript","15260"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13311"
"2013-04-01 00:00:00","python","7905"
"2013-04-01 00:00:00","r","1832"
"2013-04-01 00:00:00","ruby","2457"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","300"
"2013-05-01 00:00:00","c","3183"
"2013-05-01 00:00:00","c#","13410"
"2013-05-01 00:00:00","c++","6806"
"2013-05-01 00:00:00","delphi","532"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15193"
"2013-05-01 00:00:00","javascript","14996"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","13001"
"2013-05-01 00:00:00","python","7785"
"2013-05-01 00:00:00","r","1776"
"2013-05-01 00:00:00","ruby","2335"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","292"
"2013-06-01 00:00:00","c","2925"
"2013-06-01 00:00:00","c#","12738"
"2013-06-01 00:00:00","c++","6174"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13860"
"2013-06-01 00:00:00","javascript","14540"
"2013-06-01 00:00:00","perl","826"
"2013-06-01 00:00:00","php","12620"
"2013-06-01 00:00:00","python","7575"
"2013-06-01 00:00:00","r","1770"
"2013-06-01 00:00:00","ruby","2218"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","2996"
"2013-07-01 00:00:00","c#","14115"
"2013-07-01 00:00:00","c++","6561"
"2013-07-01 00:00:00","delphi","505"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15105"
"2013-07-01 00:00:00","javascript","16742"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14237"
"2013-07-01 00:00:00","python","8584"
"2013-07-01 00:00:00","r","1958"
"2013-07-01 00:00:00","ruby","2433"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2997"
"2013-08-01 00:00:00","c#","13795"
"2013-08-01 00:00:00","c++","6230"
"2013-08-01 00:00:00","delphi","448"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14987"
"2013-08-01 00:00:00","javascript","16769"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14215"
"2013-08-01 00:00:00","python","7920"
"2013-08-01 00:00:00","r","1912"
"2013-08-01 00:00:00","ruby","2474"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3374"
"2013-09-01 00:00:00","c#","13702"
"2013-09-01 00:00:00","c++","6516"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16185"
"2013-09-01 00:00:00","javascript","17616"
"2013-09-01 00:00:00","perl","682"
"2013-09-01 00:00:00","php","14143"
"2013-09-01 00:00:00","python","7934"
"2013-09-01 00:00:00","r","1708"
"2013-09-01 00:00:00","ruby","2383"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","c","4218"
"2013-10-01 00:00:00","c#","15134"
"2013-10-01 00:00:00","c++","7936"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18624"
"2013-10-01 00:00:00","javascript","19632"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15199"
"2013-10-01 00:00:00","python","9452"
"2013-10-01 00:00:00","r","2083"
"2013-10-01 00:00:00","ruby","2786"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4257"
"2013-11-01 00:00:00","c#","14517"
"2013-11-01 00:00:00","c++","8091"
"2013-11-01 00:00:00","delphi","459"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18640"
"2013-11-01 00:00:00","javascript","18395"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14757"
"2013-11-01 00:00:00","python","9458"
"2013-11-01 00:00:00","r","2181"
"2013-11-01 00:00:00","ruby","2571"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","356"
"2013-12-01 00:00:00","c","3487"
"2013-12-01 00:00:00","c#","13564"
"2013-12-01 00:00:00","c++","6974"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17356"
"2013-12-01 00:00:00","javascript","17941"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14299"
"2013-12-01 00:00:00","python","8413"
"2013-12-01 00:00:00","r","1904"
"2013-12-01 00:00:00","ruby","2434"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","338"
"2014-01-01 00:00:00","c","3717"
"2014-01-01 00:00:00","c#","15263"
"2014-01-01 00:00:00","c++","7655"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18583"
"2014-01-01 00:00:00","javascript","21020"
"2014-01-01 00:00:00","perl","808"
"2014-01-01 00:00:00","php","16667"
"2014-01-01 00:00:00","python","9806"
"2014-01-01 00:00:00","r","2342"
"2014-01-01 00:00:00","ruby","2754"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3959"
"2014-02-01 00:00:00","c#","15061"
"2014-02-01 00:00:00","c++","7639"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19129"
"2014-02-01 00:00:00","javascript","21055"
"2014-02-01 00:00:00","perl","788"
"2014-02-01 00:00:00","php","16395"
"2014-02-01 00:00:00","python","9861"
"2014-02-01 00:00:00","r","2614"
"2014-02-01 00:00:00","ruby","2593"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","449"
"2014-03-01 00:00:00","c","4538"
"2014-03-01 00:00:00","c#","16098"
"2014-03-01 00:00:00","c++","8638"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21847"
"2014-03-01 00:00:00","javascript","22535"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18176"
"2014-03-01 00:00:00","python","11381"
"2014-03-01 00:00:00","r","2795"
"2014-03-01 00:00:00","ruby","2941"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c","3982"
"2014-04-01 00:00:00","c#","15225"
"2014-04-01 00:00:00","c++","8097"
"2014-04-01 00:00:00","delphi","389"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20730"
"2014-04-01 00:00:00","javascript","21302"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17494"
"2014-04-01 00:00:00","python","10704"
"2014-04-01 00:00:00","r","2725"
"2014-04-01 00:00:00","ruby","2740"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","328"
"2014-05-01 00:00:00","c","3242"
"2014-05-01 00:00:00","c#","13820"
"2014-05-01 00:00:00","c++","6754"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17845"
"2014-05-01 00:00:00","javascript","19662"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14616"
"2014-05-01 00:00:00","python","9200"
"2014-05-01 00:00:00","r","2574"
"2014-05-01 00:00:00","ruby","2669"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","265"
"2014-06-01 00:00:00","c","2760"
"2014-06-01 00:00:00","c#","12419"
"2014-06-01 00:00:00","c++","5636"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15815"
"2014-06-01 00:00:00","javascript","18197"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12891"
"2014-06-01 00:00:00","python","8876"
"2014-06-01 00:00:00","r","2392"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","swift","2382"
"2014-07-01 00:00:00","assembly","216"
"2014-07-01 00:00:00","c","2820"
"2014-07-01 00:00:00","c#","13617"
"2014-07-01 00:00:00","c++","6248"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17283"
"2014-07-01 00:00:00","javascript","20022"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14186"
"2014-07-01 00:00:00","python","9883"
"2014-07-01 00:00:00","r","2629"
"2014-07-01 00:00:00","ruby","2550"
"2014-07-01 00:00:00","swift","1631"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2669"
"2014-08-01 00:00:00","c#","12450"
"2014-08-01 00:00:00","c++","5859"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15677"
"2014-08-01 00:00:00","javascript","18364"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13127"
"2014-08-01 00:00:00","python","9092"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","swift","1689"
"2014-09-01 00:00:00","assembly","279"
"2014-09-01 00:00:00","c","3222"
"2014-09-01 00:00:00","c#","12289"
"2014-09-01 00:00:00","c++","6165"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","391"
"2014-09-01 00:00:00","java","16620"
"2014-09-01 00:00:00","javascript","18043"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13281"
"2014-09-01 00:00:00","python","8751"
"2014-09-01 00:00:00","r","2357"
"2014-09-01 00:00:00","ruby","2265"
"2014-09-01 00:00:00","swift","1892"
"2014-10-01 00:00:00","assembly","388"
"2014-10-01 00:00:00","c","3791"
"2014-10-01 00:00:00","c#","12513"
"2014-10-01 00:00:00","c++","6812"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17825"
"2014-10-01 00:00:00","javascript","18842"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13510"
"2014-10-01 00:00:00","python","9552"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2459"
"2014-11-01 00:00:00","assembly","382"
"2014-11-01 00:00:00","c","3651"
"2014-11-01 00:00:00","c#","11828"
"2014-11-01 00:00:00","c++","6536"
"2014-11-01 00:00:00","delphi","424"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17774"
"2014-11-01 00:00:00","javascript","17911"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12959"
"2014-11-01 00:00:00","python","9549"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","ruby","2107"
"2014-11-01 00:00:00","swift","2549"
"2014-12-01 00:00:00","assembly","326"
"2014-12-01 00:00:00","c","3146"
"2014-12-01 00:00:00","c#","11048"
"2014-12-01 00:00:00","c++","6064"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16310"
"2014-12-01 00:00:00","javascript","16921"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12278"
"2014-12-01 00:00:00","python","9017"
"2014-12-01 00:00:00","r","2355"
"2014-12-01 00:00:00","ruby","2143"
"2014-12-01 00:00:00","swift","2479"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3204"
"2015-01-01 00:00:00","c#","11712"
"2015-01-01 00:00:00","c++","6114"
"2015-01-01 00:00:00","delphi","379"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16494"
"2015-01-01 00:00:00","javascript","18472"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13545"
"2015-01-01 00:00:00","python","9664"
"2015-01-01 00:00:00","r","2681"
"2015-01-01 00:00:00","ruby","2419"
"2015-01-01 00:00:00","swift","3044"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3357"
"2015-02-01 00:00:00","c#","11769"
"2015-02-01 00:00:00","c++","6458"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16705"
"2015-02-01 00:00:00","javascript","18606"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13463"
"2015-02-01 00:00:00","python","10182"
"2015-02-01 00:00:00","r","2966"
"2015-02-01 00:00:00","ruby","2256"
"2015-02-01 00:00:00","swift","3229"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3913"
"2015-03-01 00:00:00","c#","13234"
"2015-03-01 00:00:00","c++","7376"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19703"
"2015-03-01 00:00:00","javascript","20462"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14844"
"2015-03-01 00:00:00","python","11574"
"2015-03-01 00:00:00","r","3557"
"2015-03-01 00:00:00","ruby","2455"
"2015-03-01 00:00:00","swift","3586"
"2015-04-01 00:00:00","assembly","438"
"2015-04-01 00:00:00","c","3946"
"2015-04-01 00:00:00","c#","13057"
"2015-04-01 00:00:00","c++","7126"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19748"
"2015-04-01 00:00:00","javascript","20859"
"2015-04-01 00:00:00","perl","575"
"2015-04-01 00:00:00","php","14905"
"2015-04-01 00:00:00","python","11408"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4005"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3514"
"2015-05-01 00:00:00","c#","13334"
"2015-05-01 00:00:00","c++","6803"
"2015-05-01 00:00:00","delphi","401"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18502"
"2015-05-01 00:00:00","javascript","22081"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14515"
"2015-05-01 00:00:00","python","11195"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2501"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3163"
"2015-06-01 00:00:00","c#","13500"
"2015-06-01 00:00:00","c++","6505"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17800"
"2015-06-01 00:00:00","javascript","22552"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14302"
"2015-06-01 00:00:00","python","11773"
"2015-06-01 00:00:00","r","3419"
"2015-06-01 00:00:00","ruby","2572"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c","2807"
"2015-07-01 00:00:00","c#","14078"
"2015-07-01 00:00:00","c++","6693"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18634"
"2015-07-01 00:00:00","javascript","23890"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15301"
"2015-07-01 00:00:00","python","12295"
"2015-07-01 00:00:00","r","3976"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5136"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2570"
"2015-08-01 00:00:00","c#","13205"
"2015-08-01 00:00:00","c++","5864"
"2015-08-01 00:00:00","delphi","386"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17056"
"2015-08-01 00:00:00","javascript","22109"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14184"
"2015-08-01 00:00:00","python","11207"
"2015-08-01 00:00:00","r","3490"
"2015-08-01 00:00:00","ruby","2310"
"2015-08-01 00:00:00","swift","5075"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12904"
"2015-09-01 00:00:00","c++","5903"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16906"
"2015-09-01 00:00:00","javascript","21341"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13459"
"2015-09-01 00:00:00","python","10941"
"2015-09-01 00:00:00","r","3326"
"2015-09-01 00:00:00","ruby","2156"
"2015-09-01 00:00:00","swift","4540"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3673"
"2015-10-01 00:00:00","c#","12773"
"2015-10-01 00:00:00","c++","7042"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18503"
"2015-10-01 00:00:00","javascript","21753"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13847"
"2015-10-01 00:00:00","python","12456"
"2015-10-01 00:00:00","r","3676"
"2015-10-01 00:00:00","ruby","2190"
"2015-10-01 00:00:00","swift","4291"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3605"
"2015-11-01 00:00:00","c#","12353"
"2015-11-01 00:00:00","c++","7077"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17727"
"2015-11-01 00:00:00","javascript","21205"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13249"
"2015-11-01 00:00:00","python","12268"
"2015-11-01 00:00:00","r","3534"
"2015-11-01 00:00:00","ruby","1954"
"2015-11-01 00:00:00","swift","4308"
"2015-12-01 00:00:00","assembly","353"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12130"
"2015-12-01 00:00:00","c++","6556"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16529"
"2015-12-01 00:00:00","javascript","21053"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13695"
"2015-12-01 00:00:00","python","11628"
"2015-12-01 00:00:00","r","3177"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4366"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3039"
"2016-01-01 00:00:00","c#","12346"
"2016-01-01 00:00:00","c++","6092"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16599"
"2016-01-01 00:00:00","javascript","22486"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14513"
"2016-01-01 00:00:00","python","12329"
"2016-01-01 00:00:00","r","3534"
"2016-01-01 00:00:00","ruby","2142"
"2016-01-01 00:00:00","swift","4778"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3274"
"2016-02-01 00:00:00","c#","12717"
"2016-02-01 00:00:00","c++","6551"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17823"
"2016-02-01 00:00:00","javascript","22449"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14873"
"2016-02-01 00:00:00","python","13221"
"2016-02-01 00:00:00","r","3586"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","swift","4744"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3438"
"2016-03-01 00:00:00","c#","13589"
"2016-03-01 00:00:00","c++","7005"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19874"
"2016-03-01 00:00:00","javascript","24065"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15085"
"2016-03-01 00:00:00","python","14044"
"2016-03-01 00:00:00","r","4040"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5065"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3349"
"2016-04-01 00:00:00","c#","13700"
"2016-04-01 00:00:00","c++","6882"
"2016-04-01 00:00:00","delphi","325"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19448"
"2016-04-01 00:00:00","javascript","23424"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14420"
"2016-04-01 00:00:00","python","13623"
"2016-04-01 00:00:00","r","4123"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4743"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2718"
"2016-05-01 00:00:00","c#","13481"
"2016-05-01 00:00:00","c++","6120"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16994"
"2016-05-01 00:00:00","javascript","22960"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14390"
"2016-05-01 00:00:00","python","13083"
"2016-05-01 00:00:00","r","3794"
"2016-05-01 00:00:00","ruby","2131"
"2016-05-01 00:00:00","swift","4406"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2297"
"2016-06-01 00:00:00","c#","13038"
"2016-06-01 00:00:00","c++","5704"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15889"
"2016-06-01 00:00:00","javascript","22115"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13578"
"2016-06-01 00:00:00","python","12890"
"2016-06-01 00:00:00","r","3859"
"2016-06-01 00:00:00","ruby","2105"
"2016-06-01 00:00:00","swift","4786"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11987"
"2016-07-01 00:00:00","c++","5455"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14912"
"2016-07-01 00:00:00","javascript","22176"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12875"
"2016-07-01 00:00:00","python","12800"
"2016-07-01 00:00:00","r","3744"
"2016-07-01 00:00:00","ruby","1898"
"2016-07-01 00:00:00","swift","4924"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2211"
"2016-08-01 00:00:00","c#","12701"
"2016-08-01 00:00:00","c++","5010"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","570"
"2016-08-01 00:00:00","java","15157"
"2016-08-01 00:00:00","javascript","22631"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12851"
"2016-08-01 00:00:00","python","12888"
"2016-08-01 00:00:00","r","3781"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","swift","4896"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2506"
"2016-09-01 00:00:00","c#","11086"
"2016-09-01 00:00:00","c++","5129"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14633"
"2016-09-01 00:00:00","javascript","20418"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12094"
"2016-09-01 00:00:00","python","12322"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","swift","4848"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3204"
"2016-10-01 00:00:00","c#","11435"
"2016-10-01 00:00:00","c++","5960"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","531"
"2016-10-01 00:00:00","java","15299"
"2016-10-01 00:00:00","javascript","20412"
"2016-10-01 00:00:00","perl","401"
"2016-10-01 00:00:00","php","12222"
"2016-10-01 00:00:00","python","13482"
"2016-10-01 00:00:00","r","3784"
"2016-10-01 00:00:00","ruby","1818"
"2016-10-01 00:00:00","swift","4723"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3258"
"2016-11-01 00:00:00","c#","11633"
"2016-11-01 00:00:00","c++","6063"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15628"
